pre-harvest_total,adult_prop,yearling_prop,fawn_prop,f:m_ratio
25118,0.42,0.24,0.34,1.2
25576,0.42,0.24,0.34,1.2
25580,0.42,0.25,0.34,1.18
25800,0.42,0.24,0.34,1.19
25829,0.41,0.25,0.34,1.17
25723,0.42,0.25,0.33,1.16
25445,0.42,0.24,0.33,1.16
25451,0.42,0.24,0.34,1.18
25298,0.42,0.25,0.34,1.18
25199,0.42,0.25,0.33,1.15
25142,0.42,0.24,0.34,1.16
25082,0.42,0.24,0.34,1.17
24971,0.42,0.24,0.34,1.19
24803,0.42,0.24,0.34,1.18
24736,0.42,0.24,0.34,1.19
21663,0.48,0.15,0.37,1.07
20659,0.41,0.28,0.31,1.1
20541,0.44,0.23,0.34,1.13
20200,0.42,0.25,0.33,1.16
21587,0.44,0.22,0.33,1.21
22981,0.43,0.23,0.34,1.22
23791,0.42,0.24,0.34,1.2
24436,0.42,0.24,0.34,1.2
25319,0.42,0.24,0.34,1.23
25664,0.42,0.24,0.34,1.22
26053,0.42,0.24,0.34,1.19
26110,0.42,0.24,0.34,1.18
26158,0.42,0.24,0.34,1.19
25892,0.42,0.25,0.34,1.19
25876,0.42,0.24,0.34,1.17
25824,0.42,0.24,0.34,1.16
25405,0.42,0.25,0.33,1.18
25595,0.42,0.24,0.34,1.18
25518,0.41,0.25,0.34,1.19
25448,0.42,0.24,0.34,1.18
25299,0.42,0.25,0.34,1.17
25399,0.42,0.25,0.34,1.17
25418,0.42,0.25,0.34,1.17
25348,0.42,0.24,0.34,1.16
25254,0.42,0.24,0.34,1.18
25033,0.42,0.24,0.34,1.18
21744,0.48,0.15,0.37,1.09
20679,0.41,0.28,0.31,1.12
20546,0.44,0.23,0.34,1.15
20167,0.42,0.25,0.33,1.18
21342,0.44,0.22,0.34,1.19
22429,0.43,0.23,0.34,1.22
23449,0.42,0.24,0.34,1.22
24121,0.42,0.24,0.34,1.23
24547,0.42,0.24,0.34,1.23
24931,0.41,0.24,0.34,1.22
25406,0.41,0.25,0.34,1.21
25558,0.42,0.24,0.34,1.19
25824,0.42,0.24,0.34,1.19
25833,0.42,0.24,0.34,1.18
25799,0.42,0.24,0.34,1.16
25634,0.42,0.24,0.34,1.17
25184,0.42,0.25,0.33,1.19
25132,0.42,0.24,0.34,1.2
25215,0.42,0.24,0.34,1.19
25158,0.41,0.25,0.34,1.19
24941,0.42,0.24,0.34,1.2
24935,0.42,0.24,0.34,1.2
25058,0.42,0.24,0.34,1.19
25142,0.41,0.25,0.34,1.19
25141,0.42,0.25,0.34,1.18
25184,0.42,0.24,0.34,1.18
21558,0.49,0.15,0.36,1.06
20479,0.41,0.27,0.32,1.1
20137,0.43,0.23,0.33,1.12
19622,0.43,0.24,0.33,1.13
20480,0.44,0.23,0.33,1.16
21459,0.44,0.23,0.34,1.19
21951,0.43,0.23,0.34,1.2
22362,0.42,0.24,0.34,1.19
22643,0.42,0.24,0.34,1.22
22929,0.41,0.24,0.34,1.22
23038,0.42,0.24,0.34,1.2
23367,0.42,0.24,0.34,1.23
23777,0.42,0.24,0.34,1.22
23909,0.41,0.24,0.34,1.2
23843,0.42,0.25,0.34,1.18
23834,0.42,0.24,0.34,1.17
23745,0.42,0.25,0.34,1.18
23613,0.42,0.24,0.33,1.19
23529,0.42,0.24,0.34,1.18
23613,0.41,0.24,0.34,1.17
23396,0.42,0.25,0.33,1.16
23269,0.42,0.24,0.34,1.17
23174,0.42,0.24,0.34,1.17
23158,0.42,0.24,0.34,1.17
22871,0.42,0.25,0.33,1.18
22546,0.42,0.24,0.33,1.17
21719,0.48,0.15,0.37,1.09
20961,0.4,0.28,0.32,1.12
20909,0.44,0.23,0.34,1.16
20671,0.42,0.25,0.34,1.16
21766,0.44,0.23,0.33,1.22
22822,0.43,0.23,0.34,1.2
23763,0.42,0.24,0.34,1.22
24505,0.42,0.24,0.35,1.23
24912,0.41,0.25,0.34,1.23
25170,0.41,0.25,0.34,1.22
25356,0.42,0.24,0.34,1.22
25538,0.42,0.24,0.34,1.2
25648,0.41,0.24,0.34,1.18
25676,0.41,0.25,0.34,1.18
25563,0.42,0.24,0.34,1.2
25495,0.42,0.24,0.34,1.2
25387,0.42,0.24,0.34,1.18
25376,0.42,0.24,0.34,1.16
25388,0.42,0.24,0.34,1.17
25517,0.42,0.25,0.34,1.17
25226,0.42,0.24,0.34,1.19
24921,0.42,0.25,0.34,1.16
24751,0.42,0.24,0.33,1.15
24499,0.42,0.25,0.33,1.16
24380,0.42,0.24,0.34,1.16
24398,0.42,0.24,0.34,1.18
21539,0.48,0.15,0.37,1.08
20506,0.4,0.28,0.32,1.09
20446,0.43,0.23,0.34,1.11
20092,0.42,0.25,0.33,1.14
21421,0.44,0.23,0.33,1.18
22412,0.43,0.23,0.34,1.21
23280,0.42,0.24,0.34,1.21
24011,0.42,0.24,0.34,1.22
24929,0.41,0.24,0.35,1.23
25073,0.42,0.25,0.34,1.22
25372,0.42,0.24,0.34,1.21
25531,0.42,0.24,0.34,1.2
25736,0.41,0.24,0.34,1.19
25778,0.42,0.25,0.34,1.18
25899,0.42,0.24,0.34,1.17
25879,0.42,0.25,0.33,1.16
25645,0.42,0.24,0.33,1.18
25755,0.42,0.24,0.34,1.17
25718,0.42,0.24,0.34,1.16
25771,0.42,0.24,0.34,1.18
25558,0.42,0.24,0.33,1.17
25506,0.42,0.24,0.34,1.15
25440,0.42,0.24,0.34,1.17
25299,0.42,0.24,0.34,1.17
25516,0.42,0.24,0.34,1.17
25434,0.42,0.24,0.34,1.16
21680,0.49,0.14,0.37,1.08
20687,0.4,0.28,0.32,1.11
20647,0.44,0.23,0.34,1.14
20514,0.42,0.24,0.33,1.17
21497,0.44,0.23,0.33,1.17
22472,0.43,0.23,0.34,1.21
23376,0.43,0.23,0.34,1.24
23953,0.42,0.24,0.34,1.25
24780,0.41,0.24,0.35,1.25
25009,0.41,0.25,0.34,1.25
25331,0.41,0.24,0.34,1.22
25394,0.42,0.24,0.34,1.2
25425,0.42,0.24,0.34,1.21
25591,0.41,0.25,0.34,1.21
25886,0.42,0.24,0.34,1.2
25881,0.42,0.25,0.34,1.2
25921,0.42,0.24,0.34,1.19
25888,0.42,0.24,0.34,1.19
25963,0.42,0.25,0.34,1.17
25934,0.42,0.24,0.34,1.16
25732,0.42,0.25,0.33,1.18
25368,0.42,0.24,0.33,1.17
25161,0.42,0.24,0.34,1.19
25120,0.42,0.24,0.34,1.18
25208,0.42,0.24,0.34,1.19
25459,0.42,0.25,0.34,1.19
21898,0.48,0.15,0.37,1.09
20939,0.4,0.28,0.32,1.11
21095,0.44,0.23,0.34,1.12
20831,0.42,0.25,0.34,1.16
22161,0.43,0.23,0.34,1.21
23368,0.43,0.23,0.34,1.25
24201,0.42,0.24,0.34,1.25
24625,0.41,0.24,0.34,1.23
25139,0.41,0.24,0.35,1.22
25471,0.42,0.25,0.34,1.23
25857,0.41,0.24,0.35,1.2
25992,0.41,0.25,0.34,1.21
26243,0.42,0.24,0.34,1.2
26454,0.42,0.24,0.34,1.18
26419,0.42,0.24,0.34,1.17
26547,0.42,0.24,0.34,1.16
26525,0.42,0.24,0.34,1.19
26331,0.41,0.25,0.34,1.19
26653,0.42,0.24,0.34,1.2
26233,0.42,0.24,0.34,1.21
26316,0.42,0.24,0.34,1.21
26267,0.42,0.25,0.34,1.2
26295,0.42,0.24,0.34,1.19
26462,0.42,0.24,0.34,1.17
26287,0.42,0.25,0.34,1.18
25980,0.42,0.24,0.34,1.19
21621,0.48,0.15,0.37,1.08
20440,0.41,0.28,0.32,1.13
20428,0.43,0.23,0.34,1.16
20322,0.42,0.25,0.33,1.18
21595,0.44,0.22,0.33,1.24
22990,0.43,0.22,0.35,1.26
23926,0.42,0.24,0.34,1.23
24733,0.42,0.24,0.35,1.21
25223,0.41,0.25,0.34,1.21
25753,0.42,0.24,0.34,1.2
26129,0.41,0.25,0.34,1.2
26320,0.42,0.24,0.34,1.19
26141,0.42,0.25,0.34,1.18
25973,0.42,0.24,0.34,1.16
25766,0.42,0.24,0.34,1.17
25669,0.42,0.24,0.34,1.17
25552,0.42,0.24,0.34,1.2
25514,0.42,0.25,0.34,1.19
25569,0.42,0.24,0.34,1.19
25445,0.42,0.24,0.34,1.19
25429,0.42,0.24,0.34,1.19
25675,0.42,0.24,0.34,1.18
25596,0.42,0.25,0.34,1.17
25540,0.42,0.24,0.34,1.18
25525,0.42,0.25,0.34,1.18
25647,0.42,0.24,0.34,1.18
21691,0.48,0.15,0.37,1.09
20745,0.4,0.28,0.32,1.13
20669,0.44,0.22,0.34,1.13
20423,0.42,0.25,0.33,1.17
21749,0.44,0.23,0.34,1.2
22868,0.43,0.23,0.34,1.21
23830,0.42,0.24,0.34,1.24
24635,0.41,0.24,0.35,1.22
24873,0.42,0.24,0.34,1.23
25454,0.41,0.24,0.35,1.21
25903,0.41,0.25,0.34,1.2
25881,0.42,0.25,0.34,1.19
25863,0.42,0.24,0.34,1.2
26019,0.41,0.24,0.34,1.2
25992,0.42,0.25,0.34,1.2
26161,0.42,0.24,0.34,1.19
26148,0.42,0.25,0.34,1.18
26072,0.42,0.24,0.34,1.16
25793,0.42,0.25,0.34,1.16
25598,0.42,0.25,0.33,1.17
25606,0.42,0.24,0.34,1.17
25575,0.42,0.24,0.34,1.19
25444,0.42,0.25,0.34,1.2
25711,0.42,0.24,0.35,1.2
25663,0.41,0.25,0.34,1.2
25627,0.42,0.24,0.34,1.2
21795,0.48,0.15,0.37,1.08
20746,0.4,0.28,0.32,1.12
20594,0.44,0.23,0.33,1.16
20397,0.42,0.24,0.34,1.18
21605,0.43,0.23,0.34,1.22
23021,0.43,0.23,0.35,1.24
23566,0.42,0.24,0.34,1.26
24395,0.42,0.24,0.34,1.25
25115,0.41,0.24,0.35,1.23
25382,0.41,0.25,0.34,1.21
25776,0.42,0.24,0.34,1.2
26280,0.41,0.24,0.34,1.2
26205,0.41,0.25,0.34,1.18
26187,0.42,0.24,0.34,1.17
26221,0.42,0.24,0.34,1.17
26054,0.42,0.24,0.34,1.16
26043,0.42,0.24,0.34,1.17
25780,0.42,0.25,0.34,1.17
25749,0.42,0.25,0.34,1.17
25775,0.42,0.24,0.34,1.18
25735,0.42,0.24,0.34,1.17
25629,0.42,0.24,0.34,1.17
25781,0.42,0.24,0.34,1.15
25513,0.42,0.25,0.34,1.15
25364,0.42,0.24,0.34,1.18
25292,0.42,0.24,0.34,1.19
21763,0.48,0.14,0.37,1.08
20865,0.4,0.28,0.32,1.11
20672,0.44,0.23,0.33,1.12
20384,0.42,0.24,0.33,1.15
21414,0.44,0.22,0.34,1.19
22279,0.43,0.23,0.34,1.19
23200,0.42,0.24,0.34,1.2
23751,0.42,0.24,0.34,1.2
24208,0.42,0.24,0.34,1.19
24565,0.42,0.24,0.34,1.2
24698,0.42,0.24,0.34,1.17
24911,0.42,0.24,0.34,1.19
25078,0.42,0.24,0.34,1.18
25051,0.41,0.24,0.34,1.17
24986,0.41,0.25,0.34,1.17
24843,0.42,0.24,0.34,1.17
24445,0.42,0.25,0.33,1.15
24376,0.42,0.24,0.33,1.15
24167,0.42,0.24,0.34,1.16
24068,0.42,0.24,0.34,1.18
23874,0.42,0.25,0.34,1.2
23928,0.42,0.24,0.34,1.17
24088,0.41,0.25,0.34,1.17
23765,0.42,0.24,0.33,1.18
23752,0.42,0.24,0.34,1.17
23410,0.42,0.25,0.33,1.17
21587,0.48,0.15,0.37,1.09
20592,0.41,0.27,0.32,1.15
20609,0.43,0.23,0.34,1.17
20538,0.42,0.25,0.33,1.16
22278,0.44,0.22,0.34,1.22
23488,0.42,0.23,0.34,1.22
24387,0.42,0.24,0.34,1.23
25188,0.42,0.24,0.35,1.22
25685,0.41,0.25,0.34,1.2
25918,0.42,0.24,0.34,1.2
26208,0.42,0.24,0.34,1.2
26687,0.42,0.24,0.34,1.18
26392,0.42,0.25,0.34,1.18
26454,0.42,0.24,0.34,1.18
26649,0.42,0.24,0.34,1.2
26515,0.41,0.25,0.34,1.18
26523,0.42,0.24,0.34,1.2
26361,0.42,0.25,0.34,1.19
26589,0.42,0.24,0.34,1.18
26452,0.42,0.25,0.33,1.17
26560,0.42,0.24,0.34,1.18
26619,0.42,0.25,0.33,1.15
26699,0.42,0.24,0.34,1.16
26625,0.42,0.25,0.34,1.17
26744,0.42,0.24,0.33,1.2
26666,0.42,0.24,0.34,1.18
21618,0.48,0.15,0.37,1.07
20715,0.41,0.28,0.31,1.1
20413,0.43,0.23,0.34,1.12
19981,0.42,0.25,0.33,1.11
21294,0.44,0.22,0.33,1.21
22687,0.43,0.23,0.34,1.26
23750,0.41,0.24,0.35,1.24
24683,0.41,0.24,0.34,1.2
25263,0.41,0.25,0.34,1.22
25737,0.41,0.24,0.34,1.2
25890,0.42,0.24,0.34,1.19
26290,0.41,0.24,0.34,1.19
26382,0.42,0.25,0.34,1.17
26263,0.42,0.24,0.34,1.18
26312,0.42,0.25,0.33,1.18
26591,0.42,0.24,0.34,1.17
26447,0.42,0.25,0.34,1.16
26341,0.42,0.24,0.34,1.18
26317,0.42,0.25,0.34,1.19
26334,0.42,0.24,0.34,1.19
26342,0.42,0.24,0.34,1.2
26436,0.42,0.24,0.34,1.2
26486,0.41,0.25,0.34,1.2
26701,0.42,0.24,0.34,1.19
26741,0.42,0.24,0.34,1.17
26589,0.42,0.24,0.34,1.16
21570,0.48,0.15,0.37,1.08
20712,0.41,0.28,0.32,1.12
20563,0.44,0.23,0.34,1.13
20257,0.42,0.25,0.34,1.18
21563,0.44,0.23,0.33,1.23
23078,0.43,0.22,0.34,1.25
23976,0.42,0.24,0.34,1.27
24975,0.42,0.24,0.35,1.26
25801,0.41,0.24,0.34,1.24
26155,0.41,0.24,0.34,1.21
26360,0.42,0.24,0.34,1.21
26429,0.42,0.24,0.34,1.22
26443,0.41,0.25,0.34,1.19
26648,0.41,0.24,0.34,1.2
27044,0.41,0.24,0.34,1.2
27262,0.42,0.25,0.34,1.2
27299,0.42,0.24,0.34,1.19
27350,0.42,0.24,0.34,1.19
27053,0.42,0.25,0.34,1.18
27186,0.42,0.24,0.34,1.19
27128,0.42,0.24,0.34,1.18
27089,0.42,0.24,0.34,1.18
27086,0.42,0.25,0.34,1.18
27148,0.42,0.24,0.34,1.18
26861,0.42,0.24,0.34,1.18
26756,0.42,0.24,0.34,1.17
21844,0.48,0.15,0.37,1.08
20890,0.4,0.28,0.31,1.12
20912,0.43,0.23,0.34,1.17
20582,0.42,0.25,0.33,1.19
21795,0.44,0.23,0.33,1.22
23062,0.43,0.23,0.34,1.23
24072,0.42,0.24,0.34,1.24
24695,0.42,0.24,0.34,1.22
24974,0.41,0.24,0.34,1.21
24902,0.41,0.25,0.34,1.18
25064,0.42,0.24,0.34,1.15
24971,0.42,0.24,0.34,1.15
24836,0.42,0.24,0.34,1.17
24639,0.42,0.25,0.33,1.17
24843,0.42,0.24,0.34,1.17
24954,0.42,0.25,0.34,1.19
25102,0.42,0.24,0.34,1.21
25356,0.41,0.24,0.34,1.22
25385,0.41,0.24,0.34,1.2
25702,0.42,0.24,0.34,1.19
25837,0.41,0.25,0.34,1.18
25848,0.42,0.24,0.34,1.18
25624,0.42,0.24,0.34,1.2
25717,0.42,0.24,0.34,1.19
25770,0.42,0.24,0.34,1.18
25800,0.42,0.25,0.34,1.18
